Id,LotArea,Neighborhood,BldgType,HouseStyle,YearBuilt,YearRemodAdd,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageCars,GarageArea,YrSold,SaleCondition,SalePrice
647,7200,NAmes,1Fam,1Story,1950,1950,1048,3,1,TA,0,NA,Detchd,1950,2,420,2008,Normal,98300
648,10452,Edwards,1Fam,1Story,1953,1953,1094,3,1,TA,2,Gd,Attchd,1953,2,495,2008,Normal,155000
649,7700,NAmes,1Fam,2Story,1966,1966,1839,4,1,TA,1,TA,Attchd,1966,2,442,2010,Normal,155000
650,1936,MeadowV,Twnhs,SFoyer,1970,1970,630,1,1,TA,0,NA,NA,NA,0,0,2007,Normal,84500
651,8125,Somerst,1Fam,2Story,2007,2007,1665,3,1,Gd,0,NA,Attchd,2007,2,562,2008,Normal,205950
652,9084,Edwards,1Fam,2Story,1940,1950,1510,4,1,TA,1,Gd,Detchd,1940,1,296,2009,Normal,108000
653,8750,CollgCr,1Fam,2Story,1996,1996,1716,2,1,Gd,1,TA,Attchd,1996,2,512,2009,Normal,191000
654,10320,IDOTRR,1Fam,1.5Fin,1906,1995,1469,3,1,TA,0,NA,Detchd,1906,1,216,2008,Normal,135000
655,10437,NoRidge,1Fam,1Story,1995,1995,2113,2,1,Gd,1,TA,Attchd,1995,3,839,2008,Normal,350000
656,1680,BrDale,Twnhs,2Story,1971,1971,1092,3,1,TA,0,NA,Detchd,1971,1,264,2010,Family,88000
657,10007,NAmes,1Fam,1Story,1959,2006,1053,3,1,Gd,0,NA,Attchd,1959,1,312,2008,Normal,145500
658,7200,Crawfor,1Fam,2Story,1931,2000,1502,3,1,TA,1,Gd,Attchd,1931,1,270,2008,Normal,149000
659,17503,NAmes,1Fam,1.5Fin,1948,1950,1458,3,1,TA,1,Gd,Attchd,1948,1,330,2010,Abnorml,97500
660,9937,Edwards,1Fam,1Story,1964,1999,1486,3,1,TA,0,NA,Detchd,1968,2,480,2009,Normal,167000
661,12384,NWAmes,1Fam,2Story,1976,1976,1935,3,1,TA,1,TA,Attchd,1976,2,550,2007,Normal,197900
662,46589,NoRidge,1Fam,2Story,1994,2005,2448,4,1,Gd,1,TA,Attchd,1994,3,711,2009,Normal,402000
663,13560,NAmes,1Fam,1Story,1968,1968,1392,2,1,TA,2,TA,Attchd,1968,2,576,2009,Normal,110000
664,10012,Edwards,1Fam,SFoyer,1972,1972,1181,3,1,TA,0,NA,Detchd,1974,2,588,2008,Normal,137500
665,20896,Somerst,1Fam,1Story,2005,2006,2097,1,1,Ex,1,Ex,Attchd,2005,3,1134,2006,Partial,423000
666,11194,Gilbert,1Fam,2Story,2000,2000,1936,3,1,Gd,1,TA,Attchd,2000,2,504,2006,Normal,230500
667,18450,NAmes,1Fam,2Story,1965,1979,2380,3,1,TA,1,Po,CarPort,1965,2,596,2007,Abnorml,129000
668,8125,SawyerW,1Fam,1Story,1994,1998,1679,3,1,Gd,1,Fa,Attchd,1994,2,575,2008,Normal,193500
669,14175,Sawyer,1Fam,1Story,1956,1987,1437,3,1,TA,1,TA,Detchd,1999,2,576,2006,Normal,168000
670,11600,Crawfor,1Fam,1Story,1922,1950,1180,2,1,Fa,1,Gd,Detchd,1922,1,252,2006,Normal,137500
671,8633,CollgCr,1Fam,2Story,2005,2005,1476,3,1,Gd,0,NA,Attchd,2005,2,540,2009,Normal,173500
672,6629,Edwards,1Fam,2Story,1925,1950,1369,3,1,TA,0,NA,Detchd,1930,1,300,2009,Normal,103600
673,11250,Veenker,1Fam,1Story,1977,1977,1208,3,1,TA,1,TA,Attchd,1977,2,546,2006,Normal,165000
674,14442,Crawfor,1Fam,1Story,1957,2004,1839,3,1,Gd,2,TA,Attchd,1957,2,416,2007,Normal,257500
675,9200,NAmes,1Fam,1Story,1965,1965,1136,3,1,TA,1,Gd,Attchd,1965,1,384,2008,Normal,140000
676,2289,NPkVill,Twnhs,2Story,1978,1978,1441,3,1,TA,1,TA,Attchd,1978,2,440,2009,Normal,148500
677,9600,OldTown,1Fam,2Story,1900,1950,1774,4,2,TA,0,NA,2Types,1920,3,779,2006,Normal,87000
678,9022,OldTown,1Fam,1Story,1924,2006,792,2,1,Gd,0,NA,Detchd,1924,1,240,2009,Normal,109500
679,11844,StoneBr,1Fam,1Story,2008,2008,2046,3,1,Gd,1,Gd,Attchd,2008,3,834,2009,Partial,372500
680,9945,Sawyer,1Fam,1Story,1961,1961,988,3,1,TA,0,NA,Detchd,1963,2,572,2007,Normal,128500
681,8012,SawyerW,TwnhsE,1Story,1980,1980,923,2,1,TA,1,TA,Attchd,1980,1,264,2010,Normal,143000
682,4500,SWISU,1Fam,1.5Fin,1932,2000,1520,3,1,TA,0,NA,Detchd,1968,1,281,2009,Abnorml,159434
683,2887,ClearCr,1Fam,1Story,1996,1997,1291,2,1,Gd,1,Gd,Attchd,1996,2,431,2008,Normal,173000
684,11248,CollgCr,1Fam,1Story,2002,2002,1668,3,1,Gd,1,TA,Attchd,2002,3,702,2007,Normal,285000
685,16770,NoRidge,1Fam,2Story,1998,1998,1839,4,1,TA,0,NA,Attchd,1998,2,486,2010,Normal,221000
686,5062,StoneBr,TwnhsE,2Story,1984,1984,2090,3,1,Gd,1,TA,Attchd,1984,2,577,2007,Normal,207500
687,10207,Somerst,1Fam,2Story,2007,2007,1761,3,1,Gd,0,NA,Attchd,2007,2,578,2007,Partial,227875
688,5105,Somerst,TwnhsE,2Story,2004,2004,1102,2,1,Gd,0,NA,Detchd,2004,2,480,2007,Normal,148800
689,8089,StoneBr,1Fam,1Story,2007,2007,1419,2,1,Gd,1,Gd,Attchd,2007,2,567,2007,Partial,392000
690,7577,NridgHt,TwnhsE,1Story,2005,2006,1362,2,1,Gd,1,Gd,Attchd,2005,2,460,2007,Normal,194700
691,4426,CollgCr,TwnhsE,1Story,2004,2004,848,1,1,Gd,1,TA,Attchd,2004,2,420,2008,Normal,141000
692,21535,NoRidge,1Fam,2Story,1994,1995,4316,4,1,Ex,2,Ex,Attchd,1994,3,832,2007,Normal,755000
693,26178,Timber,1Fam,2Story,1989,1990,2519,4,1,Gd,2,Gd,Attchd,1989,2,628,2006,Normal,335000
694,5400,OldTown,1Fam,1Story,1921,1968,1073,2,1,TA,0,NA,Detchd,1968,1,326,2006,Abnorml,108480
695,6120,BrkSide,1Fam,1.5Fin,1936,1950,1539,3,1,TA,0,NA,Detchd,1995,2,576,2009,Normal,141500
696,13811,Timber,1Fam,1Story,1987,1987,1137,2,1,Gd,1,TA,Attchd,1987,2,551,2006,Normal,176000
697,6000,BrkSide,1Fam,1Story,1921,1950,616,2,1,TA,0,NA,Detchd,1921,1,205,2006,Normal,89000
698,6420,Edwards,1Fam,1Story,1952,1952,1148,2,1,TA,0,NA,Detchd,1952,1,308,2006,Normal,123500
699,8450,Sawyer,1Fam,1Story,1965,2009,894,3,1,TA,1,Gd,Detchd,1973,1,336,2010,Normal,138500
700,4282,Somerst,TwnhsE,1Story,2004,2004,1391,2,1,Gd,0,NA,Attchd,2004,2,530,2008,Normal,196000
701,14331,Timber,1Fam,1Story,2002,2002,1800,3,1,Gd,1,Gd,Attchd,2002,3,765,2006,Normal,312500
702,9600,NWAmes,1Fam,1Story,1969,1969,1164,3,1,TA,0,NA,Attchd,1969,2,528,2006,Normal,140000
703,12438,StoneBr,1Fam,2Story,2006,2006,2576,4,1,Ex,1,Gd,BuiltIn,2006,3,666,2006,Partial,361919
704,7630,OldTown,2fmCon,2Story,1900,1996,1812,4,2,Gd,1,Po,Detchd,1999,2,672,2010,Normal,140000
705,8400,CollgCr,1Fam,1Story,2004,2005,1484,3,1,Gd,0,NA,Attchd,2004,2,606,2010,Normal,213000
706,5600,IDOTRR,2fmCon,2Story,1930,1950,1092,3,2,Fa,0,NA,NA,NA,0,0,2010,Normal,55000
707,115149,ClearCr,1Fam,1Story,1971,2002,1824,2,1,Gd,2,TA,Attchd,1971,2,739,2007,Normal,302000
708,6240,NridgHt,TwnhsE,1Story,2006,2006,1324,2,1,Gd,1,Gd,Attchd,2006,2,550,2009,Normal,254000
709,9018,Gilbert,1Fam,2Story,2007,2007,1456,3,1,Gd,1,Gd,Attchd,2007,2,400,2007,Partial,179540
710,7162,Sawyer,1Fam,1Story,1966,1966,904,3,1,TA,0,NA,Attchd,1966,1,408,2008,Abnorml,109900
711,4130,BrkSide,1Fam,1Story,1935,2003,729,2,1,TA,0,NA,NA,NA,0,0,2008,Normal,52000
712,8712,IDOTRR,1Fam,1.5Fin,1900,1950,1178,2,1,TA,0,NA,Detchd,1964,1,384,2010,Abnorml,102776
713,4671,StoneBr,TwnhsE,1Story,1988,1989,1228,2,1,Gd,1,Gd,Attchd,1988,2,472,2008,Normal,189000
714,9873,BrkSide,2fmCon,1Story,1970,1970,960,3,1,TA,0,NA,Detchd,1970,2,576,2006,Normal,129000
715,13517,Sawyer,1Fam,2Story,1976,2005,1479,3,1,Gd,0,NA,Attchd,1976,2,475,2010,Normal,130500
716,10140,NWAmes,1Fam,1Story,1974,1974,1350,3,1,TA,1,TA,Attchd,1974,2,478,2009,Normal,165000
717,10800,OldTown,1Fam,2Story,1890,1998,2554,3,1,TA,0,NA,Detchd,1996,2,704,2007,Normal,159500
718,10000,NWAmes,1Fam,1Story,1973,2000,1178,3,1,Gd,1,Fa,Attchd,1973,2,439,2008,Normal,157000
719,10542,NoRidge,1Fam,2Story,1993,1994,2418,3,1,Gd,1,TA,Attchd,1993,3,983,2008,Normal,341000
720,9920,CollgCr,1Fam,1Story,1969,1969,971,3,1,TA,1,Po,Attchd,1969,1,300,2006,Normal,128500
721,6563,StoneBr,1Fam,1Story,1985,1985,1742,2,1,Gd,1,TA,Attchd,1985,2,564,2006,Normal,275000
722,4426,CollgCr,TwnhsE,1Story,2004,2004,848,1,1,Gd,0,NA,Attchd,2004,2,420,2010,Normal,143000
723,8120,NAmes,1Fam,1Story,1970,1970,864,3,1,TA,0,NA,Detchd,1994,2,463,2009,Normal,124500
724,8172,Edwards,1Fam,1.5Fin,1954,1972,1470,4,1,TA,0,NA,Detchd,1958,1,548,2008,Normal,135000
725,13286,Edwards,1Fam,1Story,2007,2008,1698,3,1,Ex,1,Gd,Attchd,2007,3,768,2009,Normal,320000
726,6960,NAmes,1Fam,1Story,1970,1970,864,3,1,Gd,0,NA,Detchd,1989,2,660,2009,Normal,120500
727,21695,Crawfor,1Fam,1Story,1988,2007,1680,3,1,Gd,1,Gd,Attchd,1988,2,540,2009,Normal,222000
728,7314,CollgCr,1Fam,1Story,2007,2007,1232,2,1,Gd,0,NA,Attchd,2007,2,632,2009,Normal,194500
729,11475,NAmes,Duplex,1Story,1958,1958,1776,4,2,TA,0,NA,Detchd,1968,3,888,2009,Abnorml,110000
730,6240,IDOTRR,1Fam,1.5Fin,1925,1950,1208,2,1,TA,0,NA,Detchd,1962,2,539,2009,Normal,103000
731,5389,StoneBr,TwnhsE,1Story,1995,1996,1616,2,1,Gd,1,TA,Attchd,1995,2,608,2010,Normal,236500
732,9590,Timber,1Fam,SLvl,2003,2003,1146,3,1,Gd,1,Gd,Attchd,2003,2,438,2007,Normal,187500
733,11404,CollgCr,1Fam,2Story,1998,1999,2031,3,1,Gd,1,TA,Attchd,1998,2,541,2008,Normal,222500
734,10000,Sawyer,1Fam,1Story,1961,1983,1144,3,1,TA,1,TA,Attchd,1961,1,264,2009,Normal,131400
735,8978,Sawyer,1Fam,1Story,1968,1968,948,3,1,TA,0,NA,Attchd,1968,1,300,2007,Family,108000
736,10800,OldTown,1Fam,2.5Unf,1914,1970,1768,2,1,TA,2,TA,Detchd,1914,2,320,2006,Normal,163000
737,8544,NAmes,Duplex,1Story,1950,1950,1040,2,2,TA,0,NA,Detchd,1949,2,400,2006,Normal,93500
738,10463,Gilbert,1Fam,2Story,2005,2005,1801,3,1,Gd,1,Gd,Attchd,2005,3,800,2006,Normal,239900
739,10800,Edwards,Duplex,1Story,1987,1988,1200,3,1,TA,0,NA,NA,NA,0,0,2009,Alloca,179000
740,9313,CollgCr,1Fam,2Story,2004,2004,1728,3,1,Gd,0,NA,Attchd,2004,2,572,2009,Normal,190000
741,9600,OldTown,1Fam,2Story,1910,2002,1432,2,1,TA,0,NA,Detchd,1910,2,360,2007,Abnorml,132000
742,6768,Sawyer,1Fam,1Story,1961,1996,912,3,1,Gd,0,NA,Detchd,1962,1,288,2008,Normal,142000
743,8450,SawyerW,1Fam,1Story,2000,2001,1349,3,1,TA,0,NA,Attchd,2000,2,539,2007,Normal,179000
744,12886,Sawyer,1Fam,SLvl,1963,1999,1464,3,1,TA,1,TA,Attchd,1997,2,480,2009,Normal,175000
745,5395,StoneBr,TwnhsE,1Story,1993,1993,1337,2,1,Gd,1,TA,Attchd,1993,2,462,2008,Normal,180000
746,8963,NWAmes,1Fam,2Story,1976,1996,2715,4,1,Gd,2,TA,BuiltIn,1994,2,831,2008,Normal,299800
747,8795,Gilbert,1Fam,2Story,2000,2000,2256,4,1,Gd,1,TA,BuiltIn,2000,2,554,2009,Normal,236000
748,11700,OldTown,1Fam,2Story,1880,2003,2640,4,1,Gd,1,Gd,Detchd,1950,4,864,2009,Normal,265979
749,10593,NoRidge,1Fam,1Story,1996,1996,1720,3,1,Gd,1,TA,Attchd,1996,2,527,2010,Normal,260400
750,8405,Edwards,1Fam,1.5Fin,1945,1950,1529,4,1,TA,0,NA,Detchd,1945,1,240,2009,Normal,98000
751,8800,OldTown,1Fam,1.5Fin,1910,2004,1140,3,1,TA,0,NA,NA,NA,0,0,2010,Normal,96500
752,7750,Gilbert,1Fam,2Story,2003,2003,1320,3,1,Gd,0,NA,Attchd,2003,2,400,2007,Normal,162000
753,9236,CollgCr,1Fam,1Story,1997,1997,1494,3,1,Gd,0,NA,Attchd,1997,2,576,2006,Normal,217000
754,10240,NridgHt,1Fam,2Story,2005,2005,2098,3,1,Ex,1,Gd,Attchd,2005,3,878,2006,Normal,275500
755,7930,NAmes,1Fam,1Story,1969,2005,1026,3,1,Gd,0,NA,Detchd,1969,2,440,2009,Normal,156000
756,3230,Somerst,TwnhsE,2Story,1999,1999,1471,3,1,TA,0,NA,Detchd,1999,2,440,2009,Normal,172500
757,10769,CollgCr,1Fam,2Story,2007,2007,1768,3,1,Gd,0,NA,Attchd,2007,2,578,2009,Normal,212000
758,11616,Sawyer,1Fam,2Story,1978,1978,1386,3,1,TA,1,TA,Attchd,1978,2,440,2010,Abnorml,158900
759,2280,Somerst,Twnhs,2Story,1999,1999,1501,3,1,TA,0,NA,Detchd,1999,2,440,2008,Normal,179400
760,12257,NoRidge,1Fam,2Story,1995,1995,2531,4,1,Gd,1,TA,Attchd,1995,3,752,2007,Normal,290000
761,9100,NAmes,1Fam,1Story,1959,1959,864,2,1,TA,0,NA,Detchd,2008,1,300,2009,Normal,127500
762,6911,BrkSide,1Fam,1Story,1924,1950,1301,2,1,Fa,0,NA,Detchd,1965,2,440,2009,Normal,100000
763,8640,Somerst,1Fam,2Story,2009,2009,1547,3,1,Gd,0,NA,Attchd,2009,2,614,2010,Normal,215200
764,9430,NoRidge,1Fam,2Story,1999,1999,2365,3,1,Gd,1,Gd,Attchd,1999,3,856,2009,Normal,337000
765,9549,Veenker,TwnhsE,1Story,1995,1996,1494,2,1,Ex,1,Gd,Attchd,1995,2,481,2006,Normal,270000
766,14587,Somerst,1Fam,1Story,2008,2008,1506,2,1,Ex,1,Gd,Attchd,2008,2,592,2008,Partial,264132
767,10421,NWAmes,1Fam,2Story,1988,1988,1714,3,1,TA,1,TA,Attchd,1988,2,496,2010,Normal,196500
768,12508,Mitchel,1Fam,1.5Fin,1940,1985,1750,4,1,TA,0,NA,Attchd,1989,1,423,2008,Normal,160000
769,9100,CollgCr,1Fam,1Story,2004,2005,1836,3,1,Gd,1,Gd,Attchd,2004,2,484,2006,Normal,216837
770,53504,StoneBr,1Fam,2Story,2003,2003,3279,4,1,Ex,1,Gd,BuiltIn,2003,3,841,2010,Normal,538000
771,7252,Sawyer,1Fam,SFoyer,1982,1982,858,2,1,TA,0,NA,Detchd,1983,2,576,2009,Normal,134900
772,8877,Edwards,1Fam,1Story,1951,1951,1220,2,1,TA,0,NA,Detchd,1951,2,396,2006,Normal,102000
773,7819,Edwards,1Fam,SLvl,1976,1976,1117,3,1,TA,1,TA,Detchd,1976,2,672,2010,Abnorml,107000
774,10150,NAmes,1Fam,1Story,1958,1958,912,2,1,TA,0,NA,Attchd,1958,1,275,2007,Normal,114500
775,14226,NridgHt,1Fam,1Story,2006,2006,1973,3,1,Gd,1,Gd,Attchd,2006,3,895,2007,Partial,395000
776,4500,Mitchel,TwnhsE,1Story,1998,1998,1204,2,1,TA,0,NA,Attchd,1998,2,412,2009,Normal,162000
777,11210,CollgCr,1Fam,1Story,2005,2006,1614,3,1,Gd,0,NA,Attchd,2005,3,865,2006,Partial,221500
778,13350,Sawyer,1Fam,1Story,1974,1974,894,3,1,TA,1,Fa,Attchd,1974,2,440,2006,Normal,142500
779,8400,SawyerW,Duplex,1Story,1977,1977,2020,4,2,TA,2,TA,Detchd,1977,2,630,2007,Normal,144000
780,10530,Mitchel,Duplex,SFoyer,1977,1977,1004,2,1,TA,0,NA,Attchd,1977,2,504,2006,Normal,135000
781,7875,Gilbert,1Fam,1Story,1995,1996,1253,3,1,TA,1,TA,Attchd,1995,2,402,2007,Normal,176000
782,7153,SawyerW,1Fam,2Story,1992,1992,1603,3,1,Gd,0,NA,Attchd,1992,2,484,2006,Normal,175900
783,16285,CollgCr,1Fam,1Story,2001,2002,1430,3,1,Gd,0,NA,Attchd,2001,2,605,2009,Normal,187100
784,9101,Mitchel,1Fam,SFoyer,1978,1978,1110,1,1,Gd,1,TA,Attchd,1978,2,602,2009,Normal,165500
785,6300,OldTown,1Fam,2.5Unf,1914,2001,1484,3,1,TA,1,Gd,NA,NA,0,0,2008,Normal,128000
786,9790,NWAmes,1Fam,1Story,1967,1967,1342,3,1,TA,1,Gd,Attchd,1967,2,457,2009,Normal,161500
787,10800,OldTown,1Fam,1.5Fin,1915,1950,1652,4,1,TA,0,NA,Detchd,1961,1,416,2010,Normal,139000
788,10142,SawyerW,1Fam,2Story,2004,2004,2084,4,1,Gd,0,NA,BuiltIn,2004,2,618,2010,Normal,233000
789,6000,OldTown,1Fam,1Story,1954,2000,901,2,1,TA,0,NA,Detchd,1954,1,281,2008,Normal,107900
790,12205,ClearCr,1Fam,2Story,1966,2007,2087,5,1,Gd,0,NA,Attchd,1966,2,444,2007,Normal,187500
791,3182,Blmngtn,TwnhsE,1Story,2005,2006,1145,2,1,Gd,1,Gd,Attchd,2005,2,397,2009,Normal,160200
792,11333,Mitchel,1Fam,SLvl,1976,1976,1062,3,1,TA,2,TA,Attchd,1976,2,539,2007,Normal,146800
793,9920,NoRidge,1Fam,2Story,1996,1997,2013,3,1,TA,1,TA,Attchd,1997,2,455,2007,Normal,269790
794,9158,Somerst,1Fam,1Story,2007,2007,1496,3,1,Gd,0,NA,Attchd,2007,2,474,2007,Partial,225000
795,10832,Gilbert,1Fam,2Story,1994,1996,1895,3,1,Gd,1,TA,Attchd,1994,2,409,2008,Normal,194500
796,8400,SawyerW,1Fam,2Story,1980,1981,1564,3,1,TA,1,TA,Attchd,1980,2,476,2010,Normal,171000
797,8197,Sawyer,1Fam,1Story,1977,1977,1285,3,1,TA,1,TA,Attchd,1977,2,528,2007,Normal,143500
798,7677,NAmes,1Fam,1Story,1953,1953,773,2,1,TA,0,NA,Attchd,1953,1,240,2008,Abnorml,110000
799,13518,NridgHt,1Fam,2Story,2008,2009,3140,4,1,Ex,2,Gd,BuiltIn,2009,3,820,2009,Partial,485000
800,7200,SWISU,1Fam,1.5Fin,1937,1950,1768,3,1,Gd,2,TA,Detchd,1939,1,240,2007,Normal,175000
801,12798,ClearCr,1Fam,2Story,1997,1997,1688,4,1,Gd,0,NA,Attchd,1997,2,603,2008,Normal,200000
802,4800,IDOTRR,1Fam,1Story,1916,1990,1196,2,1,TA,0,NA,Detchd,1957,2,440,2007,Normal,109900
803,8199,CollgCr,1Fam,2Story,2005,2005,1456,3,1,Gd,1,Gd,Attchd,2005,2,410,2008,Normal,189000
804,13891,NridgHt,1Fam,2Story,2008,2009,2822,4,1,Ex,1,Gd,BuiltIn,2009,3,1020,2009,Partial,582933
805,9000,NAmes,1Fam,1Story,1954,1954,1128,2,1,TA,0,NA,Attchd,1954,1,286,2006,Family,118000
806,12274,Somerst,1Fam,1Story,2008,2008,1428,3,1,Ex,0,NA,Attchd,2008,2,554,2008,Partial,227680
807,9750,NAmes,1Fam,SLvl,1967,1967,980,3,1,TA,0,NA,Attchd,1967,1,384,2006,Normal,135500
808,21384,BrkSide,1Fam,2Story,1923,2004,1576,3,1,Gd,1,TA,Attchd,1923,2,528,2009,Normal,223500
809,13400,NAmes,1Fam,SLvl,1966,1966,1086,3,1,TA,1,Gd,Attchd,1966,2,484,2006,Normal,159950
810,8100,OldTown,1Fam,2.5Unf,1898,1965,2138,2,3,TA,0,NA,Detchd,1910,2,360,2009,Normal,106000
811,10140,NWAmes,1Fam,1Story,1974,1999,1309,3,1,Gd,1,Fa,Attchd,1974,2,484,2006,Normal,181000
812,4438,CollgCr,TwnhsE,1Story,2004,2004,848,1,1,Gd,1,Gd,Attchd,2004,2,420,2008,Normal,144500
813,8712,IDOTRR,1Fam,1Story,1952,1952,1044,2,1,Fa,0,NA,Basment,1952,2,504,2010,Alloca,55993
814,9750,NAmes,1Fam,1Story,1958,1958,1442,4,1,TA,0,NA,Attchd,1958,1,301,2007,Normal,157900
815,8248,Edwards,1Fam,1.5Fin,1918,1950,1250,3,1,Fa,0,NA,Detchd,1955,1,280,2006,Normal,116000
816,12137,CollgCr,1Fam,1Story,1998,1998,1661,3,1,Gd,0,NA,Attchd,1998,2,598,2010,Normal,224900
817,11425,NAmes,1Fam,1Story,1954,1954,1008,2,1,TA,1,Gd,Attchd,1954,1,275,2006,Normal,137000
818,13265,Mitchel,1Fam,1Story,2002,2002,1689,3,1,Gd,2,Gd,Attchd,2002,3,857,2008,Normal,271000
819,8816,ClearCr,1Fam,SLvl,1971,1971,1052,3,1,TA,0,NA,Attchd,1971,2,440,2010,Normal,155000
820,6371,NridgHt,TwnhsE,1Story,2009,2010,1358,2,1,Gd,1,Gd,Attchd,2010,2,484,2010,Partial,224000
821,7226,CollgCr,1Fam,2Story,2003,2003,1640,3,1,Gd,0,NA,Attchd,2003,2,595,2008,Normal,183000
822,6000,OldTown,2fmCon,1Story,1953,1953,936,2,1,TA,0,NA,Detchd,1974,2,576,2009,Normal,93000
823,12394,Gilbert,1Fam,2Story,2003,2003,1733,3,1,Gd,1,Gd,BuiltIn,2003,2,433,2007,Family,225000
824,9900,SWISU,1Fam,1.5Fin,1940,1950,1489,3,1,TA,1,Gd,Detchd,1940,1,240,2009,Normal,139500
825,11216,Somerst,1Fam,1Story,2006,2006,1489,3,1,Gd,1,Gd,Attchd,2006,2,776,2006,Partial,232600
826,14803,NridgHt,1Fam,1Story,2007,2008,2084,2,1,Ex,1,Gd,Attchd,2007,3,1220,2008,Partial,385000
827,6130,BrkSide,1Fam,1.5Unf,1924,1950,784,2,1,Gd,0,NA,NA,NA,0,0,2008,Normal,109500
828,8529,SawyerW,1Fam,1Story,2001,2001,1434,3,1,Gd,1,TA,Attchd,2001,2,527,2009,Normal,189000
829,28698,ClearCr,1Fam,2Story,1967,1967,2126,3,1,TA,0,NA,Attchd,1967,2,538,2009,Abnorml,185000
830,2544,Somerst,Twnhs,2Story,2005,2005,1223,2,1,Gd,0,NA,Detchd,2005,2,480,2006,Normal,147400
831,11900,NAmes,1Fam,1Story,1957,1957,1392,3,1,TA,2,Gd,Attchd,1957,2,458,2008,Normal,166000
832,3180,Somerst,TwnhsE,2Story,2005,2005,1200,2,1,Gd,0,NA,Detchd,2005,2,480,2006,Normal,151000
833,9548,CollgCr,1Fam,2Story,2003,2003,1829,3,1,Gd,1,TA,Attchd,2003,2,613,2010,Normal,237000
834,10004,NAmes,1Fam,1Story,1964,1964,1516,3,1,TA,0,NA,Attchd,1964,2,472,2009,Normal,167000
835,7875,NAmes,1Fam,1Story,1961,1961,1144,3,1,TA,0,NA,Attchd,1961,2,456,2008,Normal,139950
836,9600,Sawyer,1Fam,1Story,1950,1995,1067,2,1,Gd,0,NA,Attchd,1996,2,436,2010,Normal,128000
837,8100,OldTown,1Fam,1Story,1948,1973,1559,2,1,TA,0,NA,Detchd,1948,2,812,2007,Normal,153500
838,1680,BrDale,Twnhs,2Story,1973,1973,987,2,1,TA,0,NA,Detchd,1973,1,264,2008,Normal,100000
839,9525,CollgCr,1Fam,1Story,1995,2006,1099,3,1,Gd,0,NA,Attchd,1999,1,352,2008,Normal,144000
840,11767,Edwards,1Fam,1.5Fin,1946,1995,1200,3,1,TA,0,NA,Detchd,1946,1,240,2008,Normal,130500
841,12155,SWISU,1Fam,2Story,1925,1950,1482,4,1,Fa,0,NA,Detchd,1934,1,400,2008,Normal,140000
842,10440,OldTown,1Fam,2Story,1904,2002,1539,3,1,Gd,1,Po,Detchd,1983,2,686,2008,Normal,157500
843,9020,NAmes,1Fam,SLvl,1966,1966,1165,3,1,TA,0,NA,Attchd,1966,2,490,2008,Normal,174900
844,8000,NAmes,Duplex,1Story,1961,1961,1800,6,2,TA,0,NA,NA,NA,0,0,2007,Normal,141000
845,12665,OldTown,1Fam,1.5Fin,1915,1950,1416,4,1,TA,1,Gd,Detchd,1949,3,720,2008,Normal,153900
846,16647,Sawyer,1Fam,SFoyer,1975,1981,1701,3,1,TA,2,TA,Basment,1975,2,611,2007,Normal,171000
847,9317,SawyerW,1Fam,2Story,1993,1993,1775,3,1,Gd,1,TA,Attchd,1993,2,425,2009,Normal,213000
848,15523,CollgCr,1Fam,1Story,1972,1972,864,3,1,TA,1,Fa,Attchd,1972,1,338,2009,Normal,133500
849,45600,ClearCr,1Fam,1.5Fin,1908,1997,2358,5,1,TA,1,Gd,Detchd,1908,2,360,2008,Normal,240000
850,9600,Veenker,1Fam,SLvl,1976,1994,1855,3,1,TA,1,TA,Attchd,1976,2,512,2007,Normal,187000
851,4435,CollgCr,TwnhsE,1Story,2003,2003,848,1,1,Gd,0,NA,Attchd,2003,2,420,2007,Normal,131500
852,3196,Blmngtn,TwnhsE,1Story,2003,2003,1456,2,1,Gd,1,TA,Attchd,2003,2,400,2006,Normal,215000
853,7128,Crawfor,1Fam,2.5Unf,1941,1950,1646,4,1,TA,2,Gd,Detchd,1941,1,240,2007,Normal,164000
854,12095,NAmes,1Fam,SLvl,1964,1964,1445,3,1,TA,1,Fa,Attchd,1964,2,645,2009,Normal,158000
855,17920,Sawyer,1Fam,1Story,1955,1974,1779,3,1,TA,1,Gd,Attchd,1955,2,454,2006,Abnorml,170000
856,6897,Sawyer,1Fam,1Story,1962,2010,1040,3,1,TA,0,NA,Detchd,1962,1,260,2010,Normal,127000
857,10970,CollgCr,1Fam,SLvl,1978,1978,1026,3,1,TA,0,NA,Detchd,1981,2,576,2008,Normal,147000
858,8125,Gilbert,1Fam,2Story,1994,1995,1481,3,1,TA,1,TA,Attchd,1994,2,343,2009,Normal,174000
859,10400,NWAmes,1Fam,1Story,1976,1976,1370,3,1,TA,1,TA,Attchd,1976,2,479,2009,Family,152000
860,11029,NWAmes,1Fam,2Story,1968,1984,2654,4,1,Gd,1,Gd,Attchd,1968,2,619,2006,Normal,250000
861,7642,Crawfor,1Fam,1.5Fin,1918,1998,1426,3,1,Gd,1,Gd,Detchd,1925,1,216,2007,Normal,189950
862,11625,Sawyer,2fmCon,1Story,1965,1965,1039,3,1,TA,0,NA,Attchd,1965,2,504,2010,Normal,131500
